project,month,status,active_devs,num_commits,num_committers,num_files,num_emails,num_senders,num_respondents,skew_c,skew_e,c_percentage,e_percentage,inactive_c,inactive_e,c_nodes,c_edges,c_c_coef,c_mean_degree,c_long_tail,c_triangles,e_nodes,e_edges,e_c_coef,e_mean_degree,e_long_tail,e_triangles,e_bidirected_edges
187,1,Graduated,13,0,0,0,46,13,13,0,0.9249967796553165,0,0.45652173913043476,1,0.4375,0,0,0,0,0,0,13,17,0.2641025641025641,2.6153846153846154,5,4.0,25
188,1,Graduated,4,0,0,0,15,4,4,0,0.37513082885729276,0,0.6666666666666666,1,0.6923076923076923,0,0,0,0,0,0,4,4,0.0,2.0,1,0.0,7
189,1,Graduated,14,363,1,50,28,13,13,-0.1949689460238234,-0.10668433438125059,1.0,0.42857142857142855,0.5454545454545454,0.0,0,0,0,0,0,0,13,17,0.15384615384615385,2.6153846153846154,4,3.0,15
190,1,Graduated,8,134,3,109,81,5,14,-0.4364102902389778,-0.3213208683336102,0.4925373134328358,0.49382716049382713,0.0,0.0,3,2,0.0,1.3333333333333333,1,0.0,14,21,0.22770562770562772,3.0,3,4.0,15
191,1,Graduated,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,Graduated,13,0,0,0,307,13,14,0,-0.20788188044492295,0,0.501628664495114,1,0.034482758620689655,0,0,0,0,0,0,14,25,0.31462585034013607,3.5714285714285716,4,6.0,35
194,1,Graduated,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1,Graduated,20,0,0,0,314,20,20,0,-1.6156150127553333,0,0.5318471337579618,1,0.12,0,0,0,0,0,0,20,38,0.6005555555555555,3.8,8,12.0,59
196,1,Graduated,38,900,6,723,387,32,32,3.0540162123908985,-0.616904049675077,0.8677777777777778,0.43410852713178294,0.16666666666666666,0.037037037037037035,6,7,0.7000000000000001,2.3333333333333335,1,2.0,34,112,0.523864344138429,6.588235294117647,11,146.0,175
197,1,Graduated,14,1136,7,996,12,7,7,2.9650923891349548,1.6324465005934579,0.49471830985915494,0.3333333333333333,0.5454545454545454,0.7777777777777778,7,11,0.6047619047619047,3.142857142857143,5,5.0,7,6,0.0,1.7142857142857142,3,0.0,10
199,1,Graduated,14,239,3,234,69,11,11,-6.694876214043665,-0.05285563949515968,0.9707112970711297,0.4782608695652174,0.6,0.3181818181818182,2,1,0.0,1.0,0,0.0,11,21,0.38571428571428573,3.8181818181818183,5,14.0,35
200,1,Graduated,2,0,0,0,3,2,2,0,0,0,0.6666666666666666,1,0.0,0,0,0,0,0,0,2,1,0.0,1.0,0,0.0,2
201,1,Graduated,22,32,2,15,290,20,24,0,0.9281210608406782,0.8125,0.5517241379310345,0.0,0.09090909090909091,2,1,0.0,1.0,0,0.0,24,56,0.40495335561125034,4.666666666666667,6,36.0,76
202,1,Graduated,24,617,6,541,85,18,20,9.227910519326274,-0.24181564913755307,0.8865478119935171,0.3764705882352941,0.0,0.25,6,6,0.36111111111111116,2.0,4,1.0,21,34,0.16077097505668933,3.238095238095238,10,9.0,41
203,1,Graduated,15,477,3,246,67,12,13,0.11100261299980127,-0.2611740015653044,0.7987421383647799,0.5671641791044776,0.34615384615384615,0.13043478260869565,3,2,0.0,1.3333333333333333,1,0.0,14,22,0.28611111111111104,3.142857142857143,5,6.0,27
204,1,Graduated,20,1247,2,326,82,18,18,0.27545788836966467,0.24200256265794254,0.9703287890938251,0.573170731707317,0.38461538461538464,0.3076923076923077,2,1,0.0,1.0,0,0.0,18,27,0.5412698412698413,3.0,2,9.0,37
205,1,Graduated,8,0,0,0,32,8,7,0,-0.12260783255448976,0,0.25,1,0.42857142857142855,0,0,0,0,0,0,8,12,0.4625,3.0,4,4.0,13
206,1,Graduated,11,10,1,9,69,10,10,0.8728715609439563,-1.2414197996915632,1.0,0.2753623188405797,0.5,0.1875,0,0,0,0,0,0,10,15,0.32666666666666666,3.0,6,5.0,27
207,1,Graduated,12,141,2,10,71,10,10,-9.285654095150372,-2.2535870852121764,0.8652482269503546,0.676056338028169,0.4,0.2,2,1,0.0,1.0,0,0.0,10,12,0.20666666666666664,2.4,2,1.0,13
208,1,Graduated,12,718,2,570,27,10,10,-1.3635637536023102,-0.3009563055252644,0.9805013927576601,0.4074074074074074,0.35714285714285715,0.3076923076923077,2,1,0.0,1.0,0,0.0,10,12,0.3107142857142857,2.4,3,3.0,22
209,1,Graduated,12,97,2,70,29,10,11,0.4573863178241205,0.6910692227207643,0.8762886597938144,0.3448275862068966,0.8095238095238095,0.375,2,1,0.0,1.0,0,0.0,13,15,0.05897435897435897,2.3076923076923075,4,1.0,17
210,1,Graduated,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,Graduated,8,3,1,3,40,7,8,0,-0.5049419255870267,1.0,0.3,0.0,0.7058823529411765,0,0,0,0,0,0,8,12,0.55,3.0,5,4.0,16
212,1,Graduated,7,0,0,0,164,7,7,0,0.21661847106355386,0,0.725609756097561,1,0.12,0,0,0,0,0,0,7,7,0.0,2.0,6,0.0,9
213,1,Graduated,23,189,2,114,274,21,23,0.04535422179851488,0.07008917995170416,0.6878306878306878,0.7043795620437956,0.28,0.11538461538461539,2,1,0.0,1.0,0,0.0,23,43,0.25952380952380955,3.739130434782609,3,16.0,65
214,1,Graduated,13,250,2,171,109,11,12,1.3545356305695793,0.24488575114961245,0.992,0.5504587155963303,0.2631578947368421,0.34615384615384615,2,1,0.0,1.0,0,0.0,13,24,0.48547008547008547,3.6923076923076925,5,15.0,29
215,1,Graduated,25,292,4,106,196,21,23,0.896833531284239,0.3069576748503284,0.5753424657534246,0.5510204081632653,0.0,0.0,4,6,1.0,3.0,0,4.0,23,39,0.17363699102829536,3.391304347826087,7,22.0,62
216,1,Graduated,22,499,8,450,84,14,13,-4.6144698520165015,0.07617002679274859,0.8637274549098196,0.5119047619047619,0.0,0.23076923076923078,8,11,0.5291666666666666,2.75,3,4.0,14,21,0.21496598639455783,3.0,7,8.0,33
217,1,Graduated,11,0,0,0,73,11,11,0,0.2805916680567904,0,0.6027397260273972,1,0.38095238095238093,0,0,0,0,0,0,11,18,0.43939393939393945,3.272727272727273,4,7.0,30
218,1,Graduated,33,538,8,342,339,25,26,-2.820903651352419,-0.6996006844210474,0.7862453531598513,0.5221238938053098,0.2608695652173913,0.2222222222222222,8,9,0.35,2.25,2,2.0,28,82,0.5588108320251177,5.857142857142857,10,79.0,90
219,1,Graduated,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1,Graduated,5,76,4,20,1,1,1,0.15503552925722186,0,0.868421052631579,1.0,0.5,0.0,2,1,0.0,1.0,0,0.0,1,1,0.0,2.0,0,0.0,1
221,1,Graduated,70,5204,11,913,822,59,56,0.2552146652844516,-0.29267799603203126,0.7315526518063028,0.4586374695863747,0.045454545454545456,0.0,10,23,0.7228571428571429,4.6,7,31.0,60,241,0.425996879903025,8.033333333333333,21,397.0,279
222,1,Graduated,12,27,4,12,88,8,9,-1.2950798292437993,-0.4211159740833078,0.4444444444444444,0.3181818181818182,0.6818181818181818,0.3181818181818182,4,4,0.5833333333333333,2.0,3,1.0,9,20,0.6074074074074074,4.444444444444445,7,13.0,28
223,1,Graduated,58,1420,18,1035,417,40,44,1.7374793279521592,0.1209385609702132,0.9183098591549296,0.41247002398081534,0.047619047619047616,0.0,17,36,0.7138655462184873,4.235294117647059,6,31.0,46,121,0.27153989931786404,5.260869565217392,13,100.0,161
225,1,Graduated,26,4884,4,1059,310,22,23,0.4848548377072235,0.2641619815231732,0.8701883701883701,0.532258064516129,0.1875,0.047619047619047616,3,3,1.0,2.0,0,1.0,23,59,0.35514147688060727,5.130434782608695,8,32.0,69
226,1,Graduated,21,455,10,338,54,11,10,-0.11346139860998565,0.4221923838023148,0.3010989010989011,0.6111111111111112,0.10344827586206896,0.24,8,17,0.7845238095238095,4.25,5,14.0,11,17,0.4374458874458874,3.090909090909091,2,5.0,21
227,1,Graduated,24,733,6,657,212,18,17,3.2297789677859803,0.050327416794867866,0.9481582537517054,0.5990566037735849,0.3125,0.0,6,6,0.35000000000000003,2.0,1,1.0,18,38,0.4393957893957894,4.222222222222222,6,26.0,54
229,1,Graduated,5,416,1,386,7,4,3,0,0.527133605491377,1.0,0.42857142857142855,0.0,0.6,0,0,0,0,0,0,4,3,0.0,1.5,2,0.0,4
230,1,Graduated,6,0,0,0,63,6,17,0,-2.224829920922271,0,0.5079365079365079,1,0.1,0,0,0,0,0,0,17,21,0.10409982174688057,2.4705882352941178,3,2.0,15
231,1,Graduated,9,17,2,15,26,7,8,3.7499999999999973,0.6357701906559077,0.9411764705882353,0.6153846153846154,0.75,0.6363636363636364,2,1,0.0,1.0,0,0.0,8,10,0.15833333333333333,2.5,2,1.0,11
232,1,Graduated,29,3220,7,897,176,22,25,-2.3311269355931588,-0.8044997315286561,0.7645962732919255,0.3693181818181818,0.5,0.04,7,15,0.8571428571428571,4.285714285714286,5,14.0,25,50,0.3513333333333333,4.0,10,32.0,70
234,1,Graduated,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1,Graduated,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1,Graduated,13,0,0,0,211,13,14,0,-0.1236182033928374,0,0.3933649289099526,1,0.18518518518518517,0,0,0,0,0,0,14,47,0.572562358276644,6.714285714285714,12,49.0,67
238,1,Graduated,25,759,2,489,82,23,21,11.113413882668398,0.285550527197115,0.6824769433465085,0.4024390243902439,0.0,0.2916666666666667,2,1,0.0,1.0,0,0.0,23,38,0.3037957211870255,3.3043478260869565,6,11.0,54
239,1,Graduated,10,1254,3,239,55,7,7,-1.4946204719315062,-0.9414533190667809,0.9481658692185008,0.4,0.8181818181818182,0.43478260869565216,3,2,0.0,1.3333333333333333,1,0.0,7,14,0.6904761904761905,4.0,6,10.0,15
240,1,Graduated,12,1051,5,839,423,7,10,-1.9846627331702338,-0.6586798606433881,0.8782112274024738,0.5295508274231678,0.2,0.0,4,6,1.0,3.0,0,4.0,11,23,0.4772727272727273,4.181818181818182,6,12.0,25
241,1,Graduated,3,0,0,0,3,3,2,0,-0.7071067811865492,0,0.3333333333333333,1,0.6666666666666666,0,0,0,0,0,0,3,2,0.0,1.3333333333333333,1,0.0,2
242,1,Graduated,6,0,0,0,17,6,6,0,-0.57272745647703,0,0.35294117647058826,1,0.5454545454545454,0,0,0,0,0,0,6,6,0.27777777777777773,2.0,4,1.0,12
243,1,Graduated,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1,Graduated,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1,Graduated,5,15,1,15,53,4,7,0,0.5786852028502838,1.0,0.5283018867924528,0.0,0.0,0,0,0,0,0,0,7,10,0.39999999999999997,2.857142857142857,3,2.0,10
247,1,Graduated,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1,Graduated,27,1115,2,647,243,25,25,1.0059186444010906,-0.8030625303803904,0.7246636771300449,0.46502057613168724,0.6666666666666666,0.11538461538461539,2,1,0.0,1.0,0,0.0,25,65,0.4831111111111111,5.2,10,50.0,89
250,1,Graduated,13,0,0,0,107,13,14,0,-1.00590047792163,0,0.6355140186915887,1,0.3076923076923077,0,0,0,0,0,0,14,20,0.1869047619047619,2.857142857142857,4,3.0,32
252,1,Graduated,24,26,2,23,163,22,22,4.800000000000019,0.2898510940532069,0.9615384615384616,0.4049079754601227,0.5,0.058823529411764705,2,1,0.0,1.0,0,0.0,22,59,0.4117407844680571,5.363636363636363,11,43.0,69
253,1,Retired,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1,Retired,4,0,0,0,11,4,4,0,0.6120145636970903,0,0.36363636363636365,1,0.75,0,0,0,0,0,0,4,5,0.8333333333333333,2.5,2,2.0,6
256,1,Retired,3,0,0,0,17,3,3,0,1.214823887049216,0,0.47058823529411764,1,0.7777777777777778,0,0,0,0,0,0,3,4,1.0,2.6666666666666665,1,1.0,7
257,1,Retired,19,215,2,98,318,17,18,-1.9180276518112,-0.11762948204348946,0.8697674418604651,0.4276729559748428,0.3,0.0,2,1,0.0,1.0,0,0.0,19,53,0.5482532087795245,5.578947368421052,10,45.0,73
259,1,Retired,3,0,0,0,6,3,3,0,-0.6399999999999981,0,0.3333333333333333,1,0.6666666666666666,0,0,0,0,0,0,3,3,1.0,2.0,0,1.0,6
260,1,Retired,6,97,3,61,46,3,6,-1.5610493451717264,-0.22593953638719147,0.4948453608247423,0.8043478260869565,0.7083333333333334,0.2,0,0,0,0,0,0,6,7,0.0,2.3333333333333335,2,0.0,6
261,1,Retired,3,0,0,0,5,3,3,0,0,0,0.6,1,0.0,0,0,0,0,0,0,3,2,0.0,1.3333333333333333,1,0.0,4
263,1,Retired,14,92,3,36,166,11,11,1.5761714750978284,1.4412678487320214,0.5108695652173914,0.6144578313253012,0.6923076923076923,0.13043478260869565,3,3,1.0,2.0,0,1.0,11,23,0.6733044733044733,4.181818181818182,5,14.0,36
264,1,Retired,16,8135,6,5906,160,10,11,2.075605515868798,0.15546319441956205,0.8636754763368162,0.4625,0.1724137931034483,0.08333333333333333,5,8,0.8666666666666666,3.2,4,5.0,12,20,0.38240740740740736,3.3333333333333335,4,9.0,26
